id,keywords
31439,"[{'id': 395, 'name': 'gambling'}, {'id': 478, 'name': 'china'}, {'id': 516, 'name': 'child abuse'}, {'id': 2109, 'name': 'communist'}, {'id': 6917, 'name': 'epic'}]"
9067,"[{'id': 2535, 'name': 'destroy'}, {'id': 4565, 'name': 'dystopia'}, {'id': 5484, 'name': 'reincarnation'}, {'id': 18034, 'name': 'desert'}, {'id': 160129, 'name': 'artial arts'}, {'id': 187056, 'name': 'woman director'}]"
9059,"[{'id': 549, 'name': 'prostitute'}, {'id': 2849, 'name': 'key'}, {'id': 2974, 'name': 'jesus christ'}, {'id': 4238, 'name': 'chosen one'}, {'id': 9649, 'name': 'god'}, {'id': 10842, 'name': 'good vs evil'}, {'id': 11221, 'name': 'blood'}, {'id': 15001, 'name': 'demon'}, {'id': 175360, 'name': 'crypt keeper'}]"
193,"[{'id': 10988, 'name': 'based on tv series'}, {'id': 34079, 'name': 'death'}, {'id': 162410, 'name': 'exploding planet'}, {'id': 162415, 'name': 'mountain cabin'}, {'id': 162429, 'name': 'solar system'}]"
25066,"[{'id': 378, 'name': 'prison'}, {'id': 516, 'name': 'child abuse'}, {'id': 529, 'name': 'ku klux klan'}, {'id': 796, 'name': 'police brutality'}, {'id': 2394, 'name': 'ghetto'}, {'id': 9706, 'name': 'anthology'}, {'id': 9707, 'name': 'evil doll'}, {'id': 9826, 'name': 'murder'}, {'id': 10700, 'name': 'hood'}, {'id': 11719, 'name': 'dirty cop'}, {'id': 160322, 'name': 'funeral home'}]"
46797,[]
12122,"[{'id': 4862, 'name': 'alien life-form'}, {'id': 5331, 'name': 'village'}, {'id': 9535, 'name': 'bewusstlosigkeit'}, {'id': 9951, 'name': 'alien'}, {'id': 13149, 'name': 'pregnancy'}, {'id': 161891, 'name': 'doppelganger'}]"
11381,[]
32636,"[{'id': 10183, 'name': 'independent film'}, {'id': 191826, 'name': 'chekhov'}]"
36141,"[{'id': 9807, 'name': 'noir'}, {'id': 10183, 'name': 'independent film'}, {'id': 14828, 'name': 'city'}]"
95963,"[{'id': 2956, 'name': 'vietnam'}, {'id': 10787, 'name': 'jungle'}, {'id': 11243, 'name': 'black american'}]"
1587,"[{'id': 380, 'name': 'brother brother relationship'}, {'id': 791, 'name': 'mentally disabled'}, {'id': 2029, 'name': 'iowa'}, {'id': 4129, 'name': 'widow'}, {'id': 10041, 'name': 'dysfunctional family'}, {'id': 10183, 'name': 'independent film'}]"
9271,"[{'id': 310, 'name': 'artificial intelligence'}, {'id': 803, 'name': 'android'}, {'id': 3249, 'name': 'hologram'}, {'id': 4286, 'name': 'computer program'}, {'id': 4563, 'name': 'virtual reality'}, {'id': 8440, 'name': 'ex-cop'}, {'id': 9819, 'name': 'visual effect'}, {'id': 177258, 'name': 'police training'}]"
2064,"[{'id': 380, 'name': 'brother brother relationship'}, {'id': 520, 'name': 'chicago'}, {'id': 732, 'name': 'coma'}, {'id': 1552, 'name': 'subway'}, {'id': 2038, 'name': ""love of one's life""}, {'id': 5301, 'name': 'brother'}, {'id': 5989, 'name': ""man of one's dreams""}, {'id': 11612, 'name': 'hospital'}]"
19855,"[{'id': 422, 'name': 'vietnam veteran'}, {'id': 6733, 'name': 'bullying'}, {'id': 208349, 'name': 'child'}]"
60855,"[{'id': 1463, 'name': 'culture clash'}, {'id': 2356, 'name': 'immigrant'}, {'id': 5600, 'name': 'daughter'}, {'id': 10194, 'name': 'interracial romance'}, {'id': 10707, 'name': 'mother daughter relationship'}, {'id': 13043, 'name': 'dating'}, {'id': 15300, 'name': 'father daughter relationship'}, {'id': 18035, 'name': 'family'}, {'id': 33928, 'name': 'audition'}, {'id': 164224, 'name': 'generation gap'}, {'id': 187056, 'name': 'woman director'}, {'id': 207716, 'name': 'actor'}]"
236,"[{'id': 30, 'name': 'individual'}, {'id': 1412, 'name': 'becoming an adult'}, {'id': 1566, 'name': 'dream'}, {'id': 1571, 'name': 'return'}, {'id': 2038, 'name': ""love of one's life""}, {'id': 2064, 'name': 'overweight'}, {'id': 2065, 'name': 'province'}, {'id': 2069, 'name': 'bathing'}, {'id': 2070, 'name': 'olympic games'}, {'id': 2386, 'name': 'empowerment'}, {'id': 3925, 'name': 'boredom'}, {'id': 5600, 'name': 'daughter'}, {'id': 6054, 'name': 'friendship'}]"
48287,"[{'id': 9713, 'name': 'friends'}, {'id': 11663, 'name': 'camp'}, {'id': 13088, 'name': 'summer'}, {'id': 156801, 'name': 'club'}, {'id': 187056, 'name': 'woman director'}, {'id': 208721, 'name': 'summer school'}]"
3049,"[{'id': 630, 'name': 'dolphin'}, {'id': 6732, 'name': 'mascot'}, {'id': 155790, 'name': 'private detective'}, {'id': 208152, 'name': 'pets'}]"
2759,"[{'id': 237, 'name': 'gay'}, {'id': 824, 'name': 'drag queen'}, {'id': 1013, 'name': 'homophobia'}, {'id': 4344, 'name': 'musical'}, {'id': 4580, 'name': 'van'}, {'id': 5657, 'name': 'australia'}, {'id': 17975, 'name': 'transgender'}, {'id': 193459, 'name': 'australian aborigine'}]"
12635,"[{'id': 4750, 'name': 'red-light disctrict'}, {'id': 164682, 'name': 'stuart sutcliffe'}, {'id': 164698, 'name': 'boyfriend girlfriend'}, {'id': 164700, 'name': 'river elbe'}, {'id': 164704, 'name': 'hofner bass guitar'}, {'id': 164705, 'name': 'body painting'}, {'id': 164713, 'name': 'hamburg germany'}, {'id': 164715, 'name': 'photo'}, {'id': 164716, 'name': 'reeperbahn'}]"
10497,"[{'id': 1664, 'name': 'eroticism'}, {'id': 2564, 'name': 'wheelchair'}, {'id': 2587, 'name': 'married couple'}, {'id': 2799, 'name': 'cruise'}, {'id': 4115, 'name': 'longing'}, {'id': 5809, 'name': 'marriage crisis'}, {'id': 5859, 'name': 'paralysis'}, {'id': 6373, 'name': 'sadomasochism'}, {'id': 178649, 'name': 'voyeurism'}]"
11382,"[{'id': 1808, 'name': 'lover (female)'}, {'id': 2276, 'name': 'talent'}, {'id': 6220, 'name': 'mafia boss'}, {'id': 10818, 'name': 'author'}]"
9331,"[{'id': 441, 'name': 'assassination'}, {'id': 470, 'name': 'spy'}, {'id': 502, 'name': 'ambush'}, {'id': 591, 'name': 'cia'}, {'id': 720, 'name': 'helicopter'}, {'id': 818, 'name': 'based on novel'}, {'id': 840, 'name': 'usa president'}, {'id': 1589, 'name': 'sniper'}, {'id': 1812, 'name': 'fbi'}, {'id': 2148, 'name': 'colombia'}, {'id': 2149, 'name': 'drug traffic'}, {'id': 2532, 'name': 'bomber'}, {'id': 3045, 'name': 'mission of murder'}, {'id': 3070, 'name': 'mercenary'}, {'id': 3074, 'name': 'insurgence'}, {'id': 3547, 'name': 'coast guard'}, {'id': 5265, 'name': 'spying'}, {'id': 6091, 'name': 'war'}, {'id': 7336, 'name': 'car bomb'}, {'id': 10175, 'name': 'drug cartel'}, {'id': 10410, 'name': 'conspiracy'}, {'id': 10950, 'name': 'shootout'}, {'id': 11106, 'name': 'infantry'}, {'id': 14819, 'name': 'violence'}, {'id': 155723, 'name': 'jack ryan'}, {'id': 226620, 'name': 'political cover-up'}]"
10731,"[{'id': 236, 'name': 'suicide'}, {'id': 380, 'name': 'brother brother relationship'}, {'id': 4009, 'name': 'witness protection'}, {'id': 4508, 'name': 'principal witness '}, {'id': 5301, 'name': 'brother'}, {'id': 5340, 'name': 'investigation'}, {'id': 7255, 'name': 'search for witnesses'}, {'id': 10909, 'name': 'lawyer'}, {'id': 13142, 'name': 'gangster'}]"
10464,"[{'id': 936, 'name': 'loss of mother'}, {'id': 5600, 'name': 'daughter'}, {'id': 6054, 'name': 'friendship'}, {'id': 10392, 'name': 'mute'}, {'id': 17997, 'name': 'housekeeper'}, {'id': 160910, 'name': 'xenophobia'}, {'id': 187056, 'name': 'woman director'}]"
34152,"[{'id': 577, 'name': 'black people'}, {'id': 1228, 'name': '1970s'}, {'id': 3017, 'name': 'jazz musician'}, {'id': 6979, 'name': 'straßenkids'}, {'id': 10041, 'name': 'dysfunctional family'}, {'id': 10183, 'name': 'independent film'}, {'id': 10508, 'name': 'teacher'}, {'id': 10616, 'name': 'urban'}, {'id': 11093, 'name': 'parenthood'}]"
9495,"[{'id': 3335, 'name': 'halloween'}, {'id': 11363, 'name': 'arson'}, {'id': 18021, 'name': 'detroit'}]"
29973,"[{'id': 1480, 'name': 'baseball'}, {'id': 6075, 'name': 'sport'}, {'id': 6165, 'name': 'historical figure'}]"
888,"[{'id': 554, 'name': 'manager'}, {'id': 931, 'name': 'jealousy'}, {'id': 2374, 'name': 'bad mother-in-law'}, {'id': 2393, 'name': 'adoption'}, {'id': 2783, 'name': ""family's daily life""}, {'id': 4428, 'name': 'stone age'}, {'id': 4812, 'name': 'plan'}, {'id': 6054, 'name': 'friendship'}, {'id': 12392, 'name': 'best friend'}, {'id': 12616, 'name': 'dinosaur'}]"
13,"[{'id': 422, 'name': 'vietnam veteran'}, {'id': 458, 'name': 'hippie'}, {'id': 791, 'name': 'mentally disabled'}, {'id': 795, 'name': 'running'}, {'id': 818, 'name': 'based on novel'}, {'id': 2956, 'name': 'vietnam'}, {'id': 2957, 'name': 'vietnam war'}, {'id': 6054, 'name': 'friendship'}, {'id': 9673, 'name': 'love'}, {'id': 10235, 'name': 'family relationships'}, {'id': 10624, 'name': 'bully'}, {'id': 157499, 'name': 'mother son relationship'}, {'id': 162365, 'name': 'military'}, {'id': 162934, 'name': 'hugging'}, {'id': 166980, 'name': 'shrimping'}, {'id': 180204, 'name': 'wounded soldier'}, {'id': 187844, 'name': 'flashback'}, {'id': 208143, 'name': 'park bench'}, {'id': 215492, 'name': 'amputee'}]"
712,"[{'id': 213, 'name': 'upper class'}, {'id': 699, 'name': 'love at first sight'}, {'id': 1334, 'name': 'wedding vows'}, {'id': 1459, 'name': 'marriage proposal'}, {'id': 1873, 'name': 'yuppie'}, {'id': 2038, 'name': ""love of one's life""}, {'id': 3568, 'name': 'lone wolf'}, {'id': 3577, 'name': 'snob'}, {'id': 3581, 'name': 'witness'}, {'id': 3582, 'name': 'bride'}, {'id': 3583, 'name': 'bridegroom'}, {'id': 3584, 'name': 'bridesmaid'}, {'id': 3739, 'name': 'funeral'}, {'id': 5347, 'name': 'clumsy fellow'}, {'id': 6054, 'name': 'friendship'}, {'id': 13027, 'name': 'wedding'}, {'id': 236055, 'name': 'gay couple'}]"
16295,"[{'id': 12425, 'name': 'racism'}, {'id': 14819, 'name': 'violence'}, {'id': 171662, 'name': 'date rape'}, {'id': 171665, 'name': 'athletic scholarship'}, {'id': 171667, 'name': 'black militant'}, {'id': 171670, 'name': 'resentment'}, {'id': 171676, 'name': 'school shooting'}]"
48992,"[{'id': 2124, 'name': 'puerto rican'}, {'id': 9673, 'name': 'love'}, {'id': 9890, 'name': 'jail'}, {'id': 10183, 'name': 'independent film'}, {'id': 14604, 'name': 'theft'}, {'id': 187056, 'name': 'woman director'}]"
10879,"[{'id': 918, 'name': 'newspaper'}, {'id': 5440, 'name': 'adversary'}, {'id': 12193, 'name': 'reporter'}, {'id': 202401, 'name': 'experience'}]"
10660,"[{'id': 828, 'name': 'waitress'}, {'id': 8015, 'name': 'cop'}, {'id': 208262, 'name': 'lottery ticket'}, {'id': 208263, 'name': 'winning lottery'}]"
10714,"[{'id': 958, 'name': 'indian lead'}, {'id': 4809, 'name': 'tiger'}, {'id': 5650, 'name': 'feral child'}, {'id': 6731, 'name': 'british'}, {'id': 8775, 'name': 'panther'}, {'id': 10468, 'name': 'bear'}, {'id': 10787, 'name': 'jungle'}, {'id': 13072, 'name': 'falling in love'}]"
41647,"[{'id': 2652, 'name': 'nazis'}, {'id': 2903, 'name': 'propaganda'}, {'id': 2936, 'name': ""artists' life""}, {'id': 11064, 'name': 'nazi germany'}, {'id': 11614, 'name': 'filmmaker'}]"
8587,"[{'id': 2143, 'name': 'loss of parents'}, {'id': 5276, 'name': 'wild boar'}, {'id': 6464, 'name': 'uncle'}, {'id': 11326, 'name': 'shaman'}, {'id': 11436, 'name': 'redemption'}, {'id': 13084, 'name': 'king'}, {'id': 14767, 'name': 'scar'}, {'id': 18136, 'name': 'hyena'}, {'id': 18153, 'name': 'meerkat'}]"
1689,"[{'id': 4476, 'name': 'buddhist'}, {'id': 4558, 'name': 'tibet'}, {'id': 5484, 'name': 'reincarnation'}, {'id': 5722, 'name': 'buddha'}, {'id': 5723, 'name': 'siddhartha'}, {'id': 10183, 'name': 'independent film'}]"
11596,"[{'id': 657, 'name': 'fire'}, {'id': 1930, 'name': 'kidnapping'}, {'id': 3030, 'name': 'nightmare'}, {'id': 3521, 'name': 'earthquake'}, {'id': 4142, 'name': 'insomnia'}, {'id': 6152, 'name': 'supernatural'}, {'id': 6562, 'name': 'celebrity'}, {'id': 6732, 'name': 'mascot'}, {'id': 9820, 'name': 'alternate dimension'}, {'id': 10232, 'name': 'fame'}, {'id': 11612, 'name': 'hospital'}, {'id': 12396, 'name': 'hollywood'}, {'id': 47020, 'name': 'storytelling'}, {'id': 156282, 'name': 'alternate reality'}, {'id': 160612, 'name': 'self-referential'}, {'id': 161184, 'name': 'reboot'}, {'id': 166329, 'name': 'film industry'}, {'id': 170383, 'name': 'disfigurement'}, {'id': 179878, 'name': 'sleepwalking'}, {'id': 212435, 'name': 'meta film'}, {'id': 225209, 'name': 'dreams'}, {'id': 232999, 'name': 'cameos'}]"
854,"[{'id': 851, 'name': 'dual identity'}, {'id': 974, 'name': 'bank'}, {'id': 2422, 'name': 'mockery'}, {'id': 6348, 'name': 'green'}, {'id': 9903, 'name': 'balloon'}, {'id': 156257, 'name': 'jail cell'}, {'id': 179101, 'name': 'norse mythology'}]"
9359,"[{'id': 383, 'name': 'poker'}, {'id': 787, 'name': 'mississippi'}, {'id': 1582, 'name': 'saloon'}, {'id': 3799, 'name': 'ship'}, {'id': 10322, 'name': 'native american'}, {'id': 10562, 'name': 'on the run'}, {'id': 10988, 'name': 'based on tv series'}, {'id': 11073, 'name': 'steamboat'}, {'id': 18083, 'name': 'attempted robbery'}, {'id': 185589, 'name': 'cowboy and outlaw'}]"
23333,"[{'id': 242, 'name': 'new york'}, {'id': 567, 'name': 'alcohol'}, {'id': 947, 'name': 'prohibition'}, {'id': 5565, 'name': 'biography'}, {'id': 9840, 'name': 'romance'}, {'id': 10183, 'name': 'independent film'}, {'id': 163110, 'name': 'theater'}, {'id': 187844, 'name': 'flashback'}, {'id': 207876, 'name': '1920s'}]"
36593,"[{'id': 1568, 'name': 'undercover'}, {'id': 11931, 'name': 'spoof'}, {'id': 208208, 'name': 'state prison'}]"
12280,"[{'id': 242, 'name': 'new york'}, {'id': 3664, 'name': 'research'}, {'id': 3836, 'name': 'success'}, {'id': 9574, 'name': 'tageszeitung'}, {'id': 9826, 'name': 'murder'}]"
2788,"[{'id': 1253, 'name': 'roommate'}, {'id': 1873, 'name': 'yuppie'}, {'id': 2200, 'name': 'generations confilct'}, {'id': 2249, 'name': 'camcorder'}, {'id': 2566, 'name': 'cohabitant'}, {'id': 5865, 'name': 'cabriolet'}, {'id': 179781, 'name': 'fictional tv show'}, {'id': 198673, 'name': 'unemployed'}]"
10427,"[{'id': 798, 'name': 'sheriff'}, {'id': 1016, 'name': 'wyoming'}, {'id': 2708, 'name': 'hitman'}, {'id': 10856, 'name': 'bag of money'}, {'id': 207268, 'name': 'neo-noir'}]"
11011,"[{'id': 18035, 'name': 'family'}, {'id': 175668, 'name': 'life raft'}, {'id': 175670, 'name': 'private airplane'}, {'id': 175676, 'name': 'toothbrush'}, {'id': 175681, 'name': 'gluttony'}, {'id': 175683, 'name': 'magnifying glass'}, {'id': 175685, 'name': 'rubber boat'}]"
49803,"[{'id': 456, 'name': 'mother'}, {'id': 4424, 'name': 'pain'}, {'id': 6038, 'name': 'marriage'}, {'id': 10183, 'name': 'independent film'}, {'id': 208316, 'name': 'worrying'}]"
8987,"[{'id': 1261, 'name': 'river'}, {'id': 1621, 'name': 'robber'}, {'id': 1680, 'name': 'boston'}, {'id': 2492, 'name': 'bank robber'}, {'id': 5809, 'name': 'marriage crisis'}, {'id': 7188, 'name': 'hostage-taking'}, {'id': 8158, 'name': 'rafting'}, {'id': 15009, 'name': 'criminal'}, {'id': 233153, 'name': 'white water rafting'}]"
1637,"[{'id': 258, 'name': 'bomb'}, {'id': 822, 'name': 'airport'}, {'id': 992, 'name': 'bus'}, {'id': 2776, 'name': 'bus ride'}, {'id': 3306, 'name': 'highway'}, {'id': 157251, 'name': 'bomb planting'}]"
15128,"[{'id': 6078, 'name': 'politics'}, {'id': 9673, 'name': 'love'}, {'id': 208323, 'name': 'speech writer'}]"
8831,"[{'id': 779, 'name': 'martial arts'}, {'id': 4379, 'name': 'time travel'}, {'id': 10568, 'name': 'science fiction'}, {'id': 175629, 'name': 'alternative reality'}]"
36955,"[{'id': 470, 'name': 'spy'}, {'id': 949, 'name': 'terrorist'}, {'id': 1196, 'name': 'florida'}, {'id': 1419, 'name': 'gun'}, {'id': 1930, 'name': 'kidnapping'}, {'id': 2284, 'name': 'horseback riding'}, {'id': 3546, 'name': 'florida keys'}, {'id': 4289, 'name': 'secret agent'}, {'id': 161520, 'name': 'terrorist plot'}, {'id': 167444, 'name': 'top secret'}, {'id': 167451, 'name': 'woman with glasses'}, {'id': 167461, 'name': 'truth serum'}, {'id': 167466, 'name': 'mushroom cloud'}, {'id': 167467, 'name': 'jackhammer'}, {'id': 206958, 'name': 'special agent'}, {'id': 217421, 'name': 'key west'}]"
10449,"[{'id': 1157, 'name': 'wife husband relationship'}, {'id': 1605, 'name': 'new love'}, {'id': 18035, 'name': 'family'}, {'id': 33457, 'name': 'alcoholic'}, {'id': 40952, 'name': 'therapy'}]"
10395,"[{'id': 596, 'name': 'adultery'}, {'id': 2499, 'name': 'heal'}, {'id': 4197, 'name': 'bite'}, {'id': 12564, 'name': 'werewolf'}]"
12160,"[{'id': 75, 'name': 'gunslinger'}, {'id': 395, 'name': 'gambling'}, {'id': 798, 'name': 'sheriff'}, {'id': 1559, 'name': 'deputy sheriff'}, {'id': 4391, 'name': 'wretch'}, {'id': 5074, 'name': 'wyatt earp'}, {'id': 6165, 'name': 'historical figure'}, {'id': 9550, 'name': 'doc holliday'}]"
40480,"[{'id': 591, 'name': 'cia'}, {'id': 934, 'name': 'judge'}, {'id': 1936, 'name': 'blackmail'}]"
52038,"[{'id': 237, 'name': 'gay'}, {'id': 4729, 'name': 'dublin'}, {'id': 6054, 'name': 'friendship'}, {'id': 14985, 'name': 'ireland'}, {'id': 163110, 'name': 'theater'}, {'id': 176793, 'name': 'middle age'}, {'id': 208383, 'name': 'oscar wilde'}]"
29444,"[{'id': 963, 'name': 'loss of brother'}, {'id': 1562, 'name': 'hostage'}, {'id': 2571, 'name': 'tv show'}, {'id': 6007, 'name': 'media'}, {'id': 6562, 'name': 'celebrity'}, {'id': 10685, 'name': 'escape'}, {'id': 10809, 'name': 'teenage girl'}, {'id': 11612, 'name': 'hospital'}, {'id': 13130, 'name': 'teenager'}, {'id': 15069, 'name': 'masked man'}, {'id': 15249, 'name': 'tragic event'}, {'id': 15402, 'name': 'popularity'}, {'id': 156064, 'name': 'homecoming'}, {'id': 158584, 'name': 'tv news'}]"
26352,"[{'id': 1812, 'name': 'fbi'}, {'id': 2151, 'name': 'drug crime'}, {'id': 14819, 'name': 'violence'}, {'id': 14964, 'name': 'drug'}, {'id': 155790, 'name': 'private detective'}, {'id': 222423, 'name': 'blast'}]"
39953,[]
41580,[]
315,"[{'id': 627, 'name': 'killing'}, {'id': 999, 'name': 'sports car'}, {'id': 1663, 'name': 'go-go dancer'}, {'id': 1664, 'name': 'eroticism'}, {'id': 1930, 'name': 'kidnapping'}, {'id': 10183, 'name': 'independent film'}, {'id': 11034, 'name': 'b movie'}, {'id': 18450, 'name': 'exploitation film'}]"
22067,"[{'id': 10235, 'name': 'family relationships'}, {'id': 13073, 'name': 'fear'}, {'id': 14534, 'name': 'relationship'}, {'id': 208282, 'name': 'gospel singer'}]"
18242,"[{'id': 10121, 'name': 'stop motion'}]"
11667,"[{'id': 407, 'name': 'dictator'}, {'id': 779, 'name': 'martial arts'}, {'id': 1562, 'name': 'hostage'}, {'id': 5362, 'name': 'liberation of hostage'}, {'id': 7188, 'name': 'hostage-taking'}, {'id': 10076, 'name': 'street fighter'}, {'id': 15053, 'name': 'united nations'}, {'id': 41645, 'name': 'based on video game'}]"
32502,"[{'id': 2708, 'name': 'hitman'}, {'id': 2820, 'name': 'wound'}, {'id': 5828, 'name': 'yoga'}, {'id': 8636, 'name': 'blood splatter'}, {'id': 9826, 'name': 'murder'}, {'id': 9866, 'name': 'basement'}, {'id': 11221, 'name': 'blood'}]"
267188,[]
28732,"[{'id': 9864, 'name': 'prank'}, {'id': 10183, 'name': 'independent film'}, {'id': 15363, 'name': 'bank robbery'}]"
75555,"[{'id': 2863, 'name': 'mannequin'}, {'id': 6152, 'name': 'supernatural'}, {'id': 11034, 'name': 'b movie'}, {'id': 34117, 'name': 'cult film'}, {'id': 208293, 'name': 'wood'}]"
42981,"[{'id': 6966, 'name': 'film history'}, {'id': 217987, 'name': 'animation filmmaking'}]"
278939,"[{'id': 642, 'name': 'robbery'}, {'id': 974, 'name': 'bank'}, {'id': 3300, 'name': 'cadillac'}, {'id': 10594, 'name': 'money'}, {'id': 168350, 'name': 'bus station'}]"
291731,"[{'id': 1523, 'name': 'obsession'}, {'id': 4129, 'name': 'widow'}, {'id': 15249, 'name': 'tragic event'}, {'id': 155532, 'name': 'fatal attraction'}]"
226229,[]
203119,"[{'id': 2136, 'name': 'television'}, {'id': 8201, 'name': 'satire'}]"
172923,[]
316098,"[{'id': 208455, 'name': 'malcolm x'}]"
8011,"[{'id': 233, 'name': 'japan'}, {'id': 242, 'name': 'new york'}, {'id': 388, 'name': 'scotland'}, {'id': 1629, 'name': 'morocco'}, {'id': 46958, 'name': 'good and bad'}]"
171857,[]
2654,"[{'id': 1415, 'name': 'small town'}, {'id': 2340, 'name': 'paranoia'}, {'id': 6018, 'name': 'new hampshire'}, {'id': 6255, 'name': 'insanity'}, {'id': 9937, 'name': 'suspense'}, {'id': 10308, 'name': 'h.p. lovecraft'}, {'id': 10738, 'name': 'diner'}, {'id': 10818, 'name': 'author'}, {'id': 10941, 'name': 'disappearance'}, {'id': 14765, 'name': 'church'}, {'id': 14819, 'name': 'violence'}, {'id': 33505, 'name': 'gothic'}, {'id': 41380, 'name': 'crucifix'}, {'id': 41393, 'name': 'new england'}, {'id': 155435, 'name': 'insurance investigator'}, {'id': 166701, 'name': 'ghost town'}, {'id': 188994, 'name': 'publisher'}, {'id': 235266, 'name': 'horror novel'}]"
18069,"[{'id': 1019, 'name': 'rodeo'}, {'id': 10183, 'name': 'independent film'}, {'id': 155291, 'name': 'cowboy'}, {'id': 190078, 'name': 'bull riding'}]"
